#TARG_NAME	RA-DEG	DEC-DEG	file_rad	file_mask	BJD	ccf_DRS_RV	ccf_DRS_FWHM	ccf_DRS_contrast	ccf_DRS_continuum	ccf_COR_RV	ccf_COR_FWHM	ccf_COR_contrast	ccf_COR_continuum	CCF_NOISE	SCI_SN20	SCI_SN40	SCI_SN60	SKY_SN20	SKY_SN40	SKY_SN60	fluxA	fluxB	BERV	MOON_dits	MOON_El_app	MOON_airmass	MOON_APmag	MOON_surf_bright	MOON_illum	MOON_RV_Obs
EP229004835	186.486604	-1.404572	HARPN.2017-02-18T03-07-08.062	G2	2457802.645191	-31.373894	7.071413	41.188514	3216221.062658	-31.373029	7.070214	41.175641	3216660.227384	0.001506	44.900000	69.800000	71.800000	0.000000	0.000000	0.400000	2968482.000000	-618.536621	18.504548	46.618852	24.527400	2.398000	-10.300000	5.070000	55.869000	0.801770	1
EP229004835	186.486604	-1.404572	HARPN.2017-02-22T02-31-31.353	G2	2457806.619684	-31.375293	7.075974	41.176195	3160050.634795	-31.375476	7.075032	41.152515	3160908.024780	0.001524	45.200000	69.300000	69.600000	-0.200000	-0.100000	0.200000	2916554.000000	-1096.313232	16.842326	93.593930	-18.756200	nan	-8.320000	5.930000	19.940000	1.151100	1
EP229004835	186.486604	-1.404572	HARPN.2017-02-24T03-45-21.488	G2	2457808.671613	-31.375772	7.072789	41.156174	5132871.100136	-31.375841	7.071237	41.135516	5134355.321451	0.001161	54.500000	86.000000	99.800000	0.000000	-0.100000	0.600000	4737730.000000	-1644.129883	15.784489	119.317039	-26.227200	nan	-6.740000	6.340000	6.483000	1.221000	1
EP229004835	186.486604	-1.404572	HARPN.2017-02-26T02-37-29.908	G2	2457810.625463	-31.386308	7.071806	41.007026	566320.043830	-31.387439	7.071537	41.020975	565681.676155	0.004670	16.200000	26.900000	30.500000	0.000000	0.000000	0.000000	522887.375000	578.951294	15.001231	144.849150	-56.686000	nan	-4.550000	5.120000	0.273000	1.397260	1
EP229004835	186.486604	-1.404572	HARPN.2017-03-04T00-25-32.004	G2	2457816.533833	-31.381654	7.068127	41.164754	1944634.559502	-31.381721	7.066866	41.161805	1944458.096263	0.002032	34.400000	53.600000	57.000000	-0.100000	0.000000	0.200000	1794999.250000	86.437714	12.399789	132.278410	-2.857800	nan	-9.380000	5.590000	32.940000	1.186920	1
EP229004835	186.486604	-1.404572	HARPN.2017-03-21T02-41-58.333	G2	2457833.628916	-31.374489	7.071073	41.165426	2940226.043604	-31.375172	7.071516	41.140124	2940996.317414	0.001591	42.700000	65.800000	71.700000	-0.100000	0.000000	0.300000	2713884.250000	-881.845947	3.524485	89.823453	6.475800	8.276000	-9.820000	5.320000	45.095000	0.934500	1
EP229004835	186.486604	-1.404572	HARPN.2017-03-23T00-30-01.978	G2	2457835.536575	-31.372765	7.066761	41.167471	3129054.247406	-31.372710	7.065753	41.147810	3130034.910768	0.001533	48.300000	69.500000	61.700000	-0.100000	-0.100000	0.200000	2888311.000000	-1269.751465	2.763695	112.613218	-36.873700	nan	-8.860000	5.740000	27.230000	1.268460	1
EP229004835	186.486604	-1.404572	HARPN.2017-04-12T23-08-21.798	G2	2457856.480218	-31.375910	7.070746	41.101089	3755647.146465	-31.375899	7.071128	41.114200	3753896.046436	0.001382	50.600000	74.500000	69.600000	0.000000	0.100000	0.400000	3466998.250000	1725.068481	-7.859060	36.809512	31.610900	1.903000	-12.090000	3.880000	96.839000	0.761810	1
EP229004835	186.486604	-1.404572	HARPN.2017-04-15T00-31-10.820	G2	2457858.536908	-31.376239	7.071207	41.136208	3556847.096441	-31.376653	7.069873	41.143931	3556107.467938	0.001426	42.900000	68.500000	84.700000	0.000000	0.100000	0.500000	3283226.000000	710.872131	-9.013294	61.283870	25.937600	2.277000	-11.490000	4.350000	86.739000	0.766250	1
EP229004835	186.486604	-1.404572	HARPN.2017-04-18T02-06-28.463	G2	2457861.603545	-31.376287	7.067659	41.157935	2403154.610760	-31.376306	7.067364	41.149675	2403211.922449	0.001786	36.400000	57.600000	65.700000	0.000000	0.000000	0.100000	2218280.000000	-105.287491	-10.651862	97.620228	13.539700	4.202000	-10.520000	4.970000	62.239000	0.861830	1
