# Results of FWHM analysis.
# The fitted slope was (m,b) (0.257183, -1.956983) with a rchi2 of 0.000697 and a res. st.d. of 0.026335
# The RV and indicator dataset have an associated Pearson's correlation coefficient of 0.093484, being at 1.274927 sigma from an uncorrelated shuffled distribution.
# The single-sided Gaussian p-value of such an event is 10.116752 %
#	 filename 		 RV 	 FWHM		A(G)	center(G)	FWHM(G)	cont(G)
	HARPN.2015-01-22T03-16-12.014_ccf_K5_A.fits		29.9794036513	5.72015508215		-227940.496248	29.9794036513	5.72015508215	712771.281834
	HARPN.2015-01-22T03-46-37.071_ccf_K5_A.fits		29.9795313428	5.73689760535		-278316.55321	29.9795313428	5.73689760535	870639.557697
	HARPN.2015-01-23T03-05-16.499_ccf_K5_A.fits		29.9665812926	5.73550843531		-187733.208295	29.9665812926	5.73550843531	586260.8763
	HARPN.2015-01-23T03-35-41.956_ccf_K5_A.fits		29.9796599909	5.73779009588		-196457.273866	29.9796599909	5.73779009588	616647.353271
	HARPN.2015-01-24T03-09-37.418_ccf_K5_A.fits		29.9683042558	5.71190228197		-183984.765565	29.9683042558	5.71190228197	575760.30184
	HARPN.2015-01-24T03-40-02.483_ccf_K5_A.fits		29.9662039526	5.71543874845		-295508.439814	29.9662039526	5.71543874845	923783.096774
	HARPN.2015-01-25T05-28-07.766_ccf_K5_A.fits		29.9657588558	5.71849929528		-127214.479064	29.9657588558	5.71849929528	396601.137887
	HARPN.2015-01-25T05-58-32.806_ccf_K5_A.fits		29.9768037922	5.7689243891		-147889.624559	29.9768037922	5.7689243891	464956.330511
	HARPN.2015-01-26T02-51-15.712_ccf_K5_A.fits		29.9642222445	5.73067790879		-101516.713056	29.9642222445	5.73067790879	318825.935868
	HARPN.2015-01-26T03-21-41.168_ccf_K5_A.fits		29.962214975	5.66908708293		-98632.636452	29.962214975	5.66908708293	307653.794725
	HARPN.2015-01-28T02-29-28.993_V1.9_ccf_K5_A.fits		29.968449403	5.75129073924		-160810.558406	29.968449403	5.75129073924	505667.748909
	HARPN.2015-01-29T04-05-06.608_ccf_K5_A.fits		29.9822575498	5.73781671153		-244804.747385	29.9822575498	5.73781671153	766686.95946
	HARPN.2015-01-29T04-35-31.263_ccf_K5_A.fits		29.969365079	5.74803215101		-163297.089834	29.969365079	5.74803215101	513770.568721
	HARPN.2015-01-30T05-15-57.549_ccf_K5_A.fits		30.0254100844	5.8246862664		-25330.0650524	30.0254100844	5.8246862664	80930.5539014
	HARPN.2015-01-30T05-46-22.676_ccf_K5_A.fits		29.9885354748	5.73026738621		-20414.6414274	29.9885354748	5.73026738621	63482.9307363
	HARPN.2015-01-31T03-20-22.536_ccf_K5_A.fits		29.9853689708	5.73636599368		-105980.624201	29.9853689708	5.73636599368	334182.028503
	HARPN.2015-01-31T03-50-47.993_ccf_K5_A.fits		29.9819403727	5.79127745332		-134784.667351	29.9819403727	5.79127745332	429303.583111
	HARPN.2015-02-01T04-19-07.013_ccf_K5_A.fits		29.9755529379	5.7291069857		-338758.582159	29.9755529379	5.7291069857	1065340.13148
	HARPN.2015-02-01T04-49-32.470_ccf_K5_A.fits		29.9799896235	5.72811753431		-390454.026268	29.9799896235	5.72811753431	1222213.11233
	HARPN.2015-02-15T03-40-21.202_V1.9_ccf_K5_A.fits		29.9580248261	5.70837459559		-65490.8018109	29.9580248261	5.70837459559	206946.067522
